call_id,customer_id,vehicle_id,agent_id,branch,call_date,call_type,issue_category,priority,call_duration_mins,call_notes
2375,767,1033,251,Thillai Nagar,2024-07-28,Follow Up,Escalation Follow Up,Medium,3,Customer requested update regarding escalation follow up.
2376,767,1033,252,Thillai Nagar,2024-08-25,Complaint,Battery Drain,Low,14,Battery losing charge within short periods.
2377,767,1031,253,Thillai Nagar,2025-03-29,Complaint,Oil Leakage,Medium,17,Customer reports oil dripping after parking.
2378,768,1034,26,Tambaram,2024-10-07,Follow Up,Service Status Check,Medium,18,Customer requested update regarding service status check.
2379,768,1034,28,Tambaram,2025-01-12,Complaint,Electrical Fault,Low,8,Customer reports intermittent electrical issues.
2380,769,1035,52,T Nagar,2025-11-25,Complaint,Brake Failure,High,22,Customer reports brake performance concerns.
2381,769,1035,46,T Nagar,2026-03-14,Complaint,Suspension Noise,Low,21,Noise noticed while crossing speed breakers.
2382,769,1035,47,T Nagar,2025-09-29,Service Inquiry,Oil Change,Medium,8,Customer contacted branch regarding oil change.
2383,770,1037,167,Tallakulam,2025-09-28,Complaint,Brake Failure,High,2,Brake functionality requires inspection.
2384,770,1036,166,Tallakulam,2024-08-07,Follow Up,Previous Complaint Follow Up,Medium,6,Customer requested update regarding previous complaint follow up.
2385,770,1036,177,Tallakulam,2024-11-11,Complaint,Suspension Noise,Low,11,Suspension producing noise on rough roads.
2386,770,1036,168,Tallakulam,2024-10-13,Complaint,Vehicle Not Starting,Low,10,Vehicle fails to start intermittently.
2387,771,1038,275,Woraiyur,2025-01-28,Service Inquiry,Chain Adjustment,Low,18,Customer contacted branch regarding chain adjustment.
2388,771,1038,273,Woraiyur,2026-05-12,Complaint,Exhaust Heating,Low,23,Exhaust section becoming unusually hot during rides.
2389,771,1038,279,Woraiyur,2024-07-24,Complaint,Headlight Failure,Low,4,Customer reports lighting issue.
2390,771,1038,279,Woraiyur,2024-11-19,Complaint,Brake Noise,Medium,5,Brake squeaking sound observed during usage.
2391,772,1039,197,Hasthampatti,2025-07-24,Follow Up,Repair Status Check,Medium,22,Customer requested update regarding repair status check.
2392,772,1039,206,Hasthampatti,2025-12-07,Complaint,Low Mileage,Low,4,Mileage lower than expected.
2393,772,1039,200,Hasthampatti,2025-03-12,Service Inquiry,Periodic Service,Medium,10,Customer contacted branch regarding periodic service.
2394,772,1039,199,Hasthampatti,2025-10-01,General Query,Service Cost Inquiry,Low,25,Customer requested information regarding service cost inquiry.
2395,772,1039,203,Hasthampatti,2024-11-21,Service Inquiry,Oil Change,Medium,25,Customer contacted branch regarding oil change.
2396,773,1040,105,Singanallur,2026-04-04,Service Inquiry,Wheel Alignment,Low,20,Customer contacted branch regarding wheel alignment.
2397,773,1040,109,Singanallur,2025-03-08,Complaint,Brake Noise,Medium,21,Noise heard while applying brakes.
2398,773,1040,111,Singanallur,2025-08-28,Complaint,Suspension Noise,Low,25,Suspension producing noise on rough roads.
2399,773,1040,105,Singanallur,2025-07-05,Follow Up,Service Status Check,Medium,7,Customer requested update regarding service status check.
2400,774,1041,156,Thirunagar,2025-08-01,Complaint,Battery Issue,Medium,16,Battery not retaining charge properly.
2401,774,1041,161,Thirunagar,2024-10-23,Complaint,Low Mileage,Low,10,Fuel consumption concern raised.
2402,774,1041,162,Thirunagar,2025-04-02,Complaint,Tyre Wear,Low,16,Uneven tyre wear observed.
2403,775,1042,160,Thirunagar,2025-12-26,Complaint,Electrical Fault,Low,19,Electrical system malfunction reported.
2404,775,1042,156,Thirunagar,2025-02-03,Service Inquiry,Oil Change,Low,17,Customer contacted branch regarding oil change.
2405,775,1042,154,Thirunagar,2024-09-20,Complaint,Clutch Issue,Low,16,Customer reports clutch operation issue.
2406,775,1042,155,Thirunagar,2024-12-01,Complaint,Headlight Failure,Low,5,Headlight not functioning properly.
2407,776,1043,30,Tambaram,2025-11-30,Complaint,Tyre Wear,Low,15,Tyre replacement may be required.
2408,776,1043,26,Tambaram,2024-08-07,Service Inquiry,General Checkup,Low,15,Customer contacted branch regarding general checkup.
2409,777,1044,290,KK Nagar Trichy,2025-06-04,General Query,Spare Parts Availability,Low,3,Customer requested information regarding spare parts availability.
2410,777,1044,283,KK Nagar Trichy,2025-05-17,Complaint,Battery Drain,Low,23,Battery draining overnight.
2411,777,1044,284,KK Nagar Trichy,2024-11-21,Follow Up,Escalation Follow Up,Medium,24,Customer requested update regarding escalation follow up.
2412,777,1044,287,KK Nagar Trichy,2024-07-09,Complaint,Low Mileage,Low,15,Customer dissatisfied with fuel efficiency.
2413,778,1045,289,KK Nagar Trichy,2024-07-11,Complaint,Battery Drain,Low,18,Customer reports frequent battery discharge.
2414,778,1045,281,KK Nagar Trichy,2025-07-01,Complaint,Oil Leakage,Medium,14,Engine oil leakage suspected.
2415,778,1045,287,KK Nagar Trichy,2026-03-24,Follow Up,Service Status Check,Medium,3,Customer requested update regarding service status check.
2416,778,1045,290,KK Nagar Trichy,2025-05-21,Complaint,Engine Overheating,High,4,Customer reports engine overheating during long rides.
2417,779,1046,196,Hasthampatti,2025-09-09,General Query,Warranty Information,Low,14,Customer requested information regarding warranty information.
2418,779,1046,204,Hasthampatti,2025-05-28,Complaint,Battery Drain,Low,14,Customer reports frequent battery discharge.
2419,779,1046,205,Hasthampatti,2024-07-31,Complaint,Self Start Problem,Low,20,Customer reports difficulty starting vehicle.
2420,780,1047,264,Cantonment,2025-06-17,General Query,Spare Parts Availability,Low,16,Customer requested information regarding spare parts availability.
2421,780,1047,258,Cantonment,2025-04-04,Follow Up,Service Status Check,Medium,16,Customer requested update regarding service status check.
2422,781,1049,270,Cantonment,2024-10-09,General Query,Service Cost Inquiry,Low,17,Customer requested information regarding service cost inquiry.
2423,781,1049,261,Cantonment,2025-09-22,Follow Up,Repair Status Check,Medium,12,Customer requested update regarding repair status check.
2424,781,1049,268,Cantonment,2025-07-13,Complaint,Low Mileage,Low,19,Mileage lower than expected.
2425,781,1049,264,Cantonment,2025-01-27,Complaint,Battery Issue,Medium,16,Battery discharge observed frequently.
2426,782,1050,171,Tallakulam,2025-05-05,Complaint,Engine Vibration,Low,2,Engine vibration requires inspection.
2427,782,1050,167,Tallakulam,2025-08-18,Follow Up,Escalation Follow Up,Medium,9,Customer requested update regarding escalation follow up.
2428,782,1050,168,Tallakulam,2025-05-16,General Query,Spare Parts Availability,Low,18,Customer requested information regarding spare parts availability.
2429,782,1050,177,Tallakulam,2025-08-31,Service Inquiry,Battery Check,Medium,8,Customer contacted branch regarding battery check.
2430,783,1051,186,Fairlands,2025-03-22,Complaint,Battery Issue,Medium,10,Customer reports reduced battery performance.
2431,783,1053,191,Fairlands,2026-02-20,Complaint,Engine Overheating,High,15,Vehicle becoming excessively hot after continuous usage.
2432,783,1052,184,Fairlands,2026-05-08,Follow Up,Repair Status Check,Medium,7,Customer requested update regarding repair status check.
2433,784,1054,168,Tallakulam,2026-01-04,Complaint,Exhaust Heating,Low,4,Exhaust section becoming unusually hot during rides.
2434,784,1054,174,Tallakulam,2026-04-14,Complaint,Fuel Leakage,High,19,Customer noticed fuel leakage smell.
2435,784,1054,170,Tallakulam,2025-10-19,Complaint,Engine Vibration,Low,10,Engine vibration requires inspection.
2436,784,1054,177,Tallakulam,2026-02-03,Complaint,Self Start Problem,Low,5,Self start mechanism not responding consistently.
2437,785,1055,263,Cantonment,2025-05-04,Service Inquiry,Brake Inspection,Medium,10,Customer contacted branch regarding brake inspection.
2438,785,1055,261,Cantonment,2025-09-24,Complaint,Clutch Issue,Low,2,Customer reports clutch operation issue.
2439,785,1055,267,Cantonment,2025-04-02,Complaint,Exhaust Heating,Low,9,Customer reports excessive heat near exhaust area.
2440,785,1055,260,Cantonment,2025-12-06,Follow Up,Service Status Check,Medium,3,Customer requested update regarding service status check.
2441,786,1056,242,Srirangam,2026-01-17,Service Inquiry,Brake Inspection,Medium,19,Customer contacted branch regarding brake inspection.
2442,786,1056,238,Srirangam,2025-08-19,General Query,Service Cost Inquiry,Low,9,Customer requested information regarding service cost inquiry.
2443,786,1056,240,Srirangam,2026-04-20,Complaint,Headlight Failure,Low,23,Customer reports lighting issue.
2444,787,1057,169,Tallakulam,2025-06-10,Complaint,Engine Overheating,High,17,Engine temperature rises significantly in traffic conditions.
2445,787,1057,170,Tallakulam,2025-07-05,Service Inquiry,General Checkup,Medium,19,Customer contacted branch regarding general checkup.
2446,787,1057,176,Tallakulam,2024-08-21,Complaint,Low Mileage,Low,21,Mileage lower than expected.
2447,788,1059,70,RS Puram,2025-10-29,Service Inquiry,Oil Change,Medium,3,Customer contacted branch regarding oil change.
2448,788,1058,73,RS Puram,2024-07-09,Follow Up,Repair Status Check,Medium,24,Customer requested update regarding repair status check.
2449,788,1058,69,RS Puram,2024-10-14,Complaint,Gear Shift Problem,Low,16,Difficulty shifting gears reported.
2450,789,1060,78,Peelamedu,2025-06-10,Complaint,Oil Leakage,Medium,2,Customer reports oil dripping after parking.
2451,790,1062,151,Mattuthavani,2025-10-16,Service Inquiry,Wheel Alignment,Medium,9,Customer contacted branch regarding wheel alignment.
2452,791,1064,148,Mattuthavani,2025-02-14,Follow Up,Service Status Check,Medium,7,Customer requested update regarding service status check.
2453,792,1066,153,Mattuthavani,2026-04-28,General Query,Service Cost Inquiry,Low,19,Customer requested information regarding service cost inquiry.
2454,792,1066,144,Mattuthavani,2026-01-31,General Query,Roadside Assistance,Low,7,Customer requested information regarding roadside assistance.
2455,793,1067,42,Porur,2026-01-08,Complaint,Gear Shift Problem,Low,4,Gear transition not smooth.
2456,793,1067,42,Porur,2025-07-25,Complaint,Chain Noise,Low,9,Abnormal sound from chain assembly.
2457,793,1067,33,Porur,2025-02-20,Service Inquiry,General Checkup,Medium,21,Customer contacted branch regarding general checkup.
2458,793,1067,37,Porur,2025-10-07,Service Inquiry,Brake Inspection,Low,13,Customer contacted branch regarding brake inspection.
2459,794,1068,267,Cantonment,2025-07-24,General Query,Spare Parts Availability,Low,19,Customer requested information regarding spare parts availability.
2460,795,1069,125,KK Nagar,2024-11-16,Follow Up,Escalation Follow Up,Medium,23,Customer requested update regarding escalation follow up.
2461,795,1069,127,KK Nagar,2025-06-01,Complaint,Wheel Alignment Issue,Low,6,Vehicle pulling to one side.
2462,795,1069,125,KK Nagar,2025-08-10,Complaint,Chain Noise,Low,17,Abnormal sound from chain assembly.
2463,796,1072,149,Mattuthavani,2026-02-10,Complaint,Self Start Problem,Low,8,Self start mechanism not responding consistently.
2464,797,1073,26,Tambaram,2025-04-03,Complaint,Vehicle Not Starting,Low,2,Customer unable to start vehicle.
2465,797,1073,23,Tambaram,2024-09-27,Complaint,Brake Noise,Medium,13,Noise heard while applying brakes.
2466,798,1074,237,Srirangam,2024-08-10,Complaint,Engine Overheating,High,23,Customer reports engine overheating during long rides.
2467,799,1076,285,KK Nagar Trichy,2026-05-03,Complaint,Exhaust Heating,Low,2,Exhaust section becoming unusually hot during rides.
2468,800,1078,128,KK Nagar,2025-10-19,Service Inquiry,Chain Adjustment,Medium,24,Customer contacted branch regarding chain adjustment.
2469,800,1078,128,KK Nagar,2024-06-03,Follow Up,Repair Status Check,Medium,24,Customer requested update regarding repair status check.
2470,800,1079,123,KK Nagar,2025-12-27,Complaint,Engine Overheating,High,14,Customer reports engine overheating during long rides.
2471,800,1079,120,KK Nagar,2026-05-04,Complaint,Engine Overheating,High,15,Vehicle becoming excessively hot after continuous usage.
2472,801,1080,23,Tambaram,2026-03-27,Service Inquiry,Chain Adjustment,Low,19,Customer contacted branch regarding chain adjustment.
2473,802,1081,12,Velachery,2024-08-16,Complaint,Self Start Problem,Low,6,Self start system requires checking.
2474,802,1082,19,Velachery,2025-10-07,Complaint,Oil Leakage,Medium,24,Engine oil leakage suspected.
2475,803,1083,272,Woraiyur,2025-12-26,Complaint,Tyre Wear,Low,3,Tyre replacement may be required.
2476,804,1085,287,KK Nagar Trichy,2026-04-22,Service Inquiry,Chain Adjustment,Low,3,Customer contacted branch regarding chain adjustment.
2477,804,1084,286,KK Nagar Trichy,2024-12-14,Complaint,Brake Failure,High,16,Brake functionality requires inspection.
2478,804,1084,287,KK Nagar Trichy,2026-05-09,Complaint,Brake Noise,Medium,7,Noise heard while applying brakes.
2479,805,1086,152,Mattuthavani,2026-02-04,Service Inquiry,Wheel Alignment,Low,18,Customer contacted branch regarding wheel alignment.
2480,805,1086,152,Mattuthavani,2025-08-30,General Query,Service Center Location,Low,15,Customer requested information regarding service center location.
2481,805,1086,151,Mattuthavani,2025-06-20,Complaint,Brake Noise,Medium,13,Customer reports unusual brake sound.
2482,806,1087,274,Woraiyur,2025-07-21,Complaint,Oil Leakage,Medium,2,Customer reports oil dripping after parking.
2483,806,1087,276,Woraiyur,2025-07-06,Complaint,Oil Leakage,Medium,15,Customer reports oil dripping after parking.
2484,806,1087,276,Woraiyur,2024-12-02,Complaint,Battery Drain,Low,13,Customer reports frequent battery discharge.
2485,806,1087,277,Woraiyur,2025-05-19,Service Inquiry,Chain Adjustment,Medium,3,Customer contacted branch regarding chain adjustment.
2486,807,1088,260,Cantonment,2025-10-05,Follow Up,Previous Complaint Follow Up,Medium,2,Customer requested update regarding previous complaint follow up.
2487,807,1088,266,Cantonment,2026-03-26,Complaint,Tyre Wear,Low,9,Customer concerned about tyre condition.
2488,807,1088,256,Cantonment,2025-09-25,Complaint,Fuel Leakage,High,5,Fuel dripping observed near fuel line.
2489,807,1088,257,Cantonment,2025-05-29,Complaint,Tyre Wear,Low,14,Tyre replacement may be required.
2490,807,1088,257,Cantonment,2025-11-27,Complaint,Brake Failure,High,24,Brake functionality requires inspection.
2491,808,1089,78,Peelamedu,2026-02-06,Service Inquiry,Engine Inspection,Low,11,Customer contacted branch regarding engine inspection.
2492,808,1089,76,Peelamedu,2025-07-11,Service Inquiry,Chain Adjustment,Medium,4,Customer contacted branch regarding chain adjustment.
2493,808,1090,82,Peelamedu,2025-11-14,Complaint,Battery Issue,Medium,18,Customer reports reduced battery performance.
2494,808,1090,82,Peelamedu,2025-09-26,Service Inquiry,General Checkup,Low,9,Customer contacted branch regarding general checkup.
2495,808,1089,75,Peelamedu,2025-06-12,Follow Up,Previous Complaint Follow Up,Medium,8,Customer requested update regarding previous complaint follow up.
2496,809,1091,225,Suramangalam,2025-11-17,General Query,Roadside Assistance,Low,2,Customer requested information regarding roadside assistance.
2497,809,1091,226,Suramangalam,2026-04-25,Complaint,Engine Overheating,High,5,Engine temperature rises significantly in traffic conditions.
2498,809,1091,223,Suramangalam,2026-03-25,Service Inquiry,Wheel Alignment,Low,8,Customer contacted branch regarding wheel alignment.
2499,810,1093,43,T Nagar,2024-07-29,Complaint,Vehicle Not Starting,Low,12,Vehicle fails to start intermittently.
2500,810,1092,50,T Nagar,2024-07-19,Complaint,Engine Vibration,Low,22,Engine vibration requires inspection.
2501,810,1094,50,T Nagar,2026-01-05,Complaint,Vehicle Not Starting,Low,8,Starting issue reported.
2502,810,1092,50,T Nagar,2024-06-19,General Query,Spare Parts Availability,Low,15,Customer requested information regarding spare parts availability.
2503,810,1093,48,T Nagar,2026-04-21,Complaint,Engine Vibration,Low,24,Excessive engine vibration observed.
2504,811,1095,67,RS Puram,2026-01-12,Follow Up,Previous Complaint Follow Up,Medium,11,Customer requested update regarding previous complaint follow up.
2505,811,1095,69,RS Puram,2025-06-01,Complaint,Engine Overheating,High,7,Engine temperature rises significantly in traffic conditions.
2506,811,1095,68,RS Puram,2026-01-28,Service Inquiry,Periodic Service,Low,11,Customer contacted branch regarding periodic service.
2507,812,1096,27,Tambaram,2024-07-05,Complaint,Battery Drain,Low,9,Battery losing charge within short periods.
2508,813,1097,169,Tallakulam,2024-11-16,Service Inquiry,Battery Check,Low,16,Customer contacted branch regarding battery check.
2509,813,1097,168,Tallakulam,2024-06-21,Service Inquiry,Wheel Alignment,Medium,7,Customer contacted branch regarding wheel alignment.
2510,813,1098,173,Tallakulam,2024-08-01,Complaint,Tyre Wear,Low,20,Tyre replacement may be required.
2511,813,1098,178,Tallakulam,2025-03-12,Complaint,Oil Leakage,Medium,3,Oil leakage observed beneath vehicle.
2512,813,1098,171,Tallakulam,2025-06-11,Service Inquiry,Chain Adjustment,Low,14,Customer contacted branch regarding chain adjustment.
2513,814,1100,176,Tallakulam,2024-11-02,Complaint,Clutch Issue,Low,13,Clutch response not smooth.
2514,814,1099,177,Tallakulam,2025-08-17,Complaint,Low Mileage,Low,3,Mileage lower than expected.
2515,814,1100,178,Tallakulam,2024-08-16,Service Inquiry,Oil Change,Medium,21,Customer contacted branch regarding oil change.
2516,814,1099,166,Tallakulam,2025-03-22,Complaint,Engine Overheating,High,13,Vehicle becoming excessively hot after continuous usage.
2517,814,1100,170,Tallakulam,2025-01-14,Complaint,Headlight Failure,Low,15,Headlight not functioning properly.
2518,815,1101,228,Omalur,2024-12-15,Complaint,Vehicle Not Starting,Low,6,Customer unable to start vehicle.
2519,815,1101,233,Omalur,2025-12-29,Complaint,Brake Failure,High,17,Brake functionality requires inspection.
2520,816,1102,133,Anna Nagar Madurai,2024-09-12,General Query,Service Cost Inquiry,Low,22,Customer requested information regarding service cost inquiry.
2521,816,1102,131,Anna Nagar Madurai,2026-02-21,Service Inquiry,Battery Check,Low,8,Customer contacted branch regarding battery check.
2522,817,1103,86,Peelamedu,2025-03-20,Follow Up,Repair Status Check,Medium,3,Customer requested update regarding repair status check.
2523,818,1106,258,Cantonment,2026-04-12,Complaint,Exhaust Heating,Low,20,Customer reports excessive heat near exhaust area.
2524,818,1106,270,Cantonment,2025-04-26,General Query,Spare Parts Availability,Low,7,Customer requested information regarding spare parts availability.
2525,819,1108,169,Tallakulam,2025-12-31,Service Inquiry,Chain Adjustment,Low,25,Customer contacted branch regarding chain adjustment.
2526,819,1107,170,Tallakulam,2025-11-09,Service Inquiry,Chain Adjustment,Low,4,Customer contacted branch regarding chain adjustment.
2527,819,1107,170,Tallakulam,2025-12-30,Service Inquiry,General Checkup,Medium,2,Customer contacted branch regarding general checkup.
2528,819,1107,177,Tallakulam,2024-12-31,Service Inquiry,Wheel Alignment,Low,20,Customer contacted branch regarding wheel alignment.
2529,819,1107,175,Tallakulam,2025-06-08,Complaint,Oil Leakage,Medium,5,Oil leakage observed beneath vehicle.
2530,820,1109,101,Singanallur,2026-02-24,Follow Up,Previous Complaint Follow Up,Medium,8,Customer requested update regarding previous complaint follow up.
2531,820,1109,105,Singanallur,2024-06-27,Complaint,Battery Drain,Low,24,Battery draining overnight.
2532,820,1109,105,Singanallur,2026-01-01,Follow Up,Escalation Follow Up,Medium,11,Customer requested update regarding escalation follow up.
2533,821,1110,161,Thirunagar,2024-06-17,Complaint,Engine Overheating,High,7,Customer reports engine overheating during long rides.
2534,821,1110,159,Thirunagar,2025-10-11,General Query,AMC Plan Details,Low,25,Customer requested information regarding amc plan details.
2535,821,1110,159,Thirunagar,2025-09-23,Service Inquiry,Brake Inspection,Low,16,Customer contacted branch regarding brake inspection.
2536,821,1110,156,Thirunagar,2025-03-10,General Query,Spare Parts Availability,Low,5,Customer requested information regarding spare parts availability.
2537,822,1111,150,Mattuthavani,2025-12-31,Complaint,Battery Drain,Low,11,Battery losing charge within short periods.
2538,822,1111,143,Mattuthavani,2024-10-11,Complaint,Vehicle Not Starting,Low,22,Customer unable to start vehicle.
2539,823,1112,102,Singanallur,2026-01-14,Complaint,Brake Noise,Medium,13,Noise heard while applying brakes.
2540,823,1112,111,Singanallur,2025-09-24,Complaint,Engine Overheating,High,12,Customer reports engine overheating during long rides.
2541,823,1112,112,Singanallur,2024-10-15,Service Inquiry,Periodic Service,Medium,19,Customer contacted branch regarding periodic service.
2542,824,1113,289,KK Nagar Trichy,2024-09-13,Service Inquiry,Oil Change,Low,13,Customer contacted branch regarding oil change.
2543,825,1114,27,Tambaram,2026-01-14,General Query,Warranty Information,Low,3,Customer requested information regarding warranty information.
2544,825,1114,29,Tambaram,2026-03-22,Complaint,Wheel Alignment Issue,Low,14,Vehicle pulling to one side.
2545,825,1114,30,Tambaram,2025-01-31,General Query,Service Center Location,Low,10,Customer requested information regarding service center location.
2546,825,1114,25,Tambaram,2026-03-09,Follow Up,Escalation Follow Up,Medium,11,Customer requested update regarding escalation follow up.
2547,825,1114,31,Tambaram,2026-05-28,Follow Up,Repair Status Check,Medium,21,Customer requested update regarding repair status check.
2548,826,1115,21,Velachery,2025-04-16,Follow Up,Previous Complaint Follow Up,Medium,14,Customer requested update regarding previous complaint follow up.
2549,826,1115,22,Velachery,2025-09-02,Complaint,Suspension Noise,Low,18,Suspension producing noise on rough roads.
2550,826,1115,13,Velachery,2024-11-02,Complaint,Low Mileage,Low,10,Fuel consumption concern raised.
2551,827,1116,185,Fairlands,2024-07-20,Follow Up,Service Status Check,Medium,3,Customer requested update regarding service status check.
2552,827,1116,190,Fairlands,2026-03-22,Service Inquiry,Chain Adjustment,Medium,12,Customer contacted branch regarding chain adjustment.
2553,828,1117,143,Mattuthavani,2024-10-31,Complaint,Wheel Alignment Issue,Low,23,Wheel alignment inspection requested.
2554,828,1117,153,Mattuthavani,2024-10-20,Complaint,Battery Issue,Medium,19,Customer reports reduced battery performance.
2555,828,1117,146,Mattuthavani,2026-04-27,Complaint,Clutch Issue,Low,21,Customer reports clutch operation issue.
2556,829,1119,89,Saibaba Colony,2026-02-13,Complaint,Battery Issue,Medium,16,Customer reports reduced battery performance.
2557,829,1119,97,Saibaba Colony,2024-12-13,Follow Up,Escalation Follow Up,Medium,14,Customer requested update regarding escalation follow up.
2558,829,1119,93,Saibaba Colony,2024-07-13,Service Inquiry,General Checkup,Medium,10,Customer contacted branch regarding general checkup.
2559,830,1120,57,Gandhipuram,2025-02-28,Complaint,Battery Issue,Medium,10,Battery not retaining charge properly.
2560,831,1122,208,Ammapet,2024-08-14,Service Inquiry,Oil Change,Low,14,Customer contacted branch regarding oil change.
2561,831,1122,208,Ammapet,2024-12-29,Complaint,Low Mileage,Low,2,Customer dissatisfied with fuel efficiency.
2562,831,1122,207,Ammapet,2025-12-13,Complaint,Oil Leakage,Medium,7,Oil leakage observed beneath vehicle.
2563,831,1122,212,Ammapet,2025-06-23,Complaint,Low Mileage,Low,22,Mileage lower than expected.
2564,832,1123,35,Porur,2025-11-19,Service Inquiry,Engine Inspection,Low,11,Customer contacted branch regarding engine inspection.
2565,832,1123,35,Porur,2025-08-26,Service Inquiry,Wheel Alignment,Low,21,Customer contacted branch regarding wheel alignment.
2566,832,1123,36,Porur,2025-01-30,Complaint,Tyre Wear,Low,21,Customer concerned about tyre condition.
2567,832,1123,33,Porur,2025-05-04,General Query,Roadside Assistance,Low,4,Customer requested information regarding roadside assistance.
2568,833,1124,10,Anna Nagar,2024-10-30,Follow Up,Escalation Follow Up,Medium,19,Customer requested update regarding escalation follow up.
2569,833,1125,9,Anna Nagar,2024-07-26,Complaint,Vehicle Not Starting,Low,3,Starting issue reported.
2570,833,1126,9,Anna Nagar,2025-11-21,Complaint,Low Mileage,Low,15,Mileage lower than expected.
2571,833,1125,10,Anna Nagar,2025-02-07,Complaint,Battery Drain,Low,19,Customer reports frequent battery discharge.
2572,834,1127,14,Velachery,2025-03-04,Service Inquiry,General Checkup,Medium,5,Customer contacted branch regarding general checkup.
2573,834,1127,13,Velachery,2025-02-19,Service Inquiry,Periodic Service,Low,9,Customer contacted branch regarding periodic service.
2574,834,1127,18,Velachery,2025-03-03,Service Inquiry,Engine Inspection,Low,19,Customer contacted branch regarding engine inspection.
2575,834,1127,16,Velachery,2024-10-09,General Query,Service Center Location,Low,7,Customer requested information regarding service center location.
2576,834,1127,16,Velachery,2025-02-17,Complaint,Electrical Fault,Low,20,Customer reports intermittent electrical issues.
2577,835,1129,285,KK Nagar Trichy,2025-06-03,Complaint,Battery Drain,Low,7,Battery losing charge within short periods.
2578,835,1129,281,KK Nagar Trichy,2026-04-29,General Query,AMC Plan Details,Low,23,Customer requested information regarding amc plan details.
2579,835,1129,290,KK Nagar Trichy,2026-03-06,Complaint,Battery Drain,Low,12,Customer reports frequent battery discharge.
2580,835,1129,289,KK Nagar Trichy,2025-04-27,Complaint,Engine Overheating,High,6,Engine temperature rises significantly in traffic conditions.
2581,835,1129,286,KK Nagar Trichy,2024-09-12,General Query,Service Cost Inquiry,Low,17,Customer requested information regarding service cost inquiry.
2582,836,1130,7,Anna Nagar,2025-05-12,Complaint,Oil Leakage,Medium,25,Customer reports oil dripping after parking.
2583,836,1130,9,Anna Nagar,2026-04-28,Complaint,Battery Drain,Low,2,Battery draining overnight.
2584,837,1131,3,Anna Nagar,2024-12-15,Follow Up,Previous Complaint Follow Up,Medium,11,Customer requested update regarding previous complaint follow up.
2585,837,1131,4,Anna Nagar,2026-05-21,Follow Up,Repair Status Check,Medium,20,Customer requested update regarding repair status check.
2586,837,1131,9,Anna Nagar,2024-12-29,Complaint,Battery Drain,Low,14,Battery losing charge within short periods.
2587,837,1131,10,Anna Nagar,2025-09-28,Complaint,Tyre Wear,Low,22,Customer concerned about tyre condition.
2588,838,1133,137,Anna Nagar Madurai,2026-04-26,Complaint,Oil Leakage,Medium,20,Customer reports oil dripping after parking.
2589,838,1132,129,Anna Nagar Madurai,2025-06-04,Complaint,Brake Failure,High,4,Braking response reduced unexpectedly.
2590,838,1133,133,Anna Nagar Madurai,2025-12-26,General Query,Roadside Assistance,Low,5,Customer requested information regarding roadside assistance.
2591,838,1132,133,Anna Nagar Madurai,2024-11-13,Complaint,Tyre Wear,Low,19,Customer concerned about tyre condition.
2592,838,1132,134,Anna Nagar Madurai,2025-10-04,Complaint,Tyre Wear,Low,14,Customer concerned about tyre condition.
2593,839,1134,169,Tallakulam,2025-07-25,Complaint,Suspension Noise,Low,16,Customer reports unusual suspension sound.
2594,839,1134,176,Tallakulam,2026-01-29,Complaint,Battery Drain,Low,8,Customer reports frequent battery discharge.
2595,840,1135,246,Thillai Nagar,2025-01-13,Service Inquiry,Battery Check,Medium,16,Customer contacted branch regarding battery check.
2596,840,1135,254,Thillai Nagar,2024-06-08,General Query,Service Cost Inquiry,Low,3,Customer requested information regarding service cost inquiry.
2597,841,1136,275,Woraiyur,2026-01-13,Complaint,Low Mileage,Low,24,Fuel consumption concern raised.
2598,841,1136,277,Woraiyur,2025-11-10,Service Inquiry,Periodic Service,Low,7,Customer contacted branch regarding periodic service.
2599,841,1136,277,Woraiyur,2024-08-28,Service Inquiry,Wheel Alignment,Low,7,Customer contacted branch regarding wheel alignment.
2600,841,1136,272,Woraiyur,2024-11-20,Follow Up,Service Status Check,Medium,18,Customer requested update regarding service status check.
2601,841,1136,276,Woraiyur,2026-03-10,Complaint,Oil Leakage,Medium,24,Engine oil leakage suspected.
2602,842,1137,43,T Nagar,2025-08-23,Follow Up,Repair Status Check,Medium,25,Customer requested update regarding repair status check.
2603,842,1137,50,T Nagar,2024-12-22,Complaint,Oil Leakage,Medium,20,Engine oil leakage suspected.
2604,842,1137,47,T Nagar,2025-12-25,Complaint,Engine Overheating,High,7,Customer reports engine overheating during long rides.
2605,843,1138,33,Porur,2026-03-20,Complaint,Wheel Alignment Issue,Low,9,Wheel alignment inspection requested.
2606,843,1138,36,Porur,2025-04-20,Complaint,Suspension Noise,Low,14,Customer reports unusual suspension sound.
2607,843,1138,42,Porur,2026-04-20,Complaint,Fuel Leakage,High,13,Possible fuel system leakage reported.
2608,843,1138,39,Porur,2024-12-27,Complaint,Headlight Failure,Low,3,Headlight not functioning properly.
2609,843,1138,42,Porur,2025-06-06,Service Inquiry,General Checkup,Low,13,Customer contacted branch regarding general checkup.
2610,844,1139,156,Thirunagar,2025-05-02,Service Inquiry,Battery Check,Medium,20,Customer contacted branch regarding battery check.
2611,844,1139,162,Thirunagar,2025-05-29,Service Inquiry,Periodic Service,Medium,3,Customer contacted branch regarding periodic service.
